Station Name,Year,Month,Day,Data Quality,Max Temp (°C),Max Temp Flag,Min Temp (°C),Min Temp Flag,Mean Temp (°C),Mean Temp Flag,Total Rain (mm),Total Rain Flag,Total Snow (cm),Total Snow Flag,Total Precip (mm),Total Precip Flag,Snow on Grnd (cm),Snow on Grnd Flag
TORONTO CITY CENTRE,2018,12,18,,0.0,,-5.0,,-2.5,,,,,,0.0,,,
TORONTO CITY CENTRE,2018,12,19,,5.2,,-0.4,,2.4,,,,,,0.0,,,
TORONTO CITY CENTRE,2018,12,20,,5.6,,-1.1,,2.3,,,,,,3.8,,,
TORONTO CITY CENTRE,2018,12,21,,6.1,,0.0,,3.1,,,,,,12.5,,,
TORONTO CITY CENTRE,2018,12,22,,0.9,,-1.4,,-0.3,,,,,,0.0,,,
TORONTO CITY CENTRE,2018,12,23,,2.0,,-0.9,,0.6,,,,,,0.2,,,
TORONTO CITY CENTRE,2018,12,24,,2.7,,-1.1,,0.8,,,,,,0.0,,,
TORONTO CITY CENTRE,2018,12,25,,1.2,,-1.1,,0.1,,,,,,0.0,,,
TORONTO CITY CENTRE,2018,12,26,,3.1,,-4.3,,-0.6,,,,,,0.0,,,
TORONTO CITY CENTRE,2018,12,27,,3.5,,-5.5,,-1.0,,,,,,4.9,,,
TORONTO CITY CENTRE,2018,12,28,,8.9,,3.3,,6.1,,,,,,2.1,,,
TORONTO CITY CENTRE,2018,12,29,,3.9,,-5.5,,-0.8,,,,,,0.0,,,
TORONTO CITY CENTRE,2018,12,30,,1.3,,-4.9,,-1.8,,,,,,0.6,,,
TORONTO CITY CENTRE,2018,12,31,,5.1,,-2.6,,1.3,,,,,,14.1,,,
TORONTO CITY CENTRE,2019,1,1,,6.1,,-6.7,,-0.3,,,,,,0.4,,,
TORONTO CITY CENTRE,2019,1,2,,0.4,,-7.9,,-3.8,,,,,,2.1,,,
TORONTO CITY CENTRE,2019,1,3,,1.8,,-0.4,,0.7,,,,,,0.0,,,
TORONTO CITY CENTRE,2019,1,4,,6.6,,1.5,,4.1,,,,,,0.0,,,
TORONTO CITY CENTRE,2019,1,5,,3.6,,1.2,,2.4,,,,,,0.0,,,
TORONTO CITY CENTRE,2019,1,6,,5.0,,-6.7,,-0.9,,,,,,0.0,,,
TORONTO CITY CENTRE,2019,1,7,,5.2,,-7.2,,-1.0,,,,,,2.7,,,
TORONTO CITY CENTRE,2019,1,8,,8.7,,3.4,,6.1,,,,,,3.8,,,
TORONTO CITY CENTRE,2019,1,9,,3.4,,-3.3,,0.1,,,,,,0.2,,,
TORONTO CITY CENTRE,2019,1,10,,-3.3,,-9.9,,-6.6,,,,,,0.0,,,
TORONTO CITY CENTRE,2019,1,11,,-6.3,,-12.0,,-9.2,,,,,,0.0,,,
TORONTO CITY CENTRE,2019,1,12,,-4.4,,-6.6,,-5.5,,,,,,0.0,,,
TORONTO CITY CENTRE,2019,1,13,,-5.4,,-9.6,,-7.5,,,,,,0.0,,,
TORONTO CITY CENTRE,2019,1,14,,-1.6,,-5.9,,-3.8,,,,,,0.0,,,
TORONTO CITY CENTRE,2019,1,15,,0.6,,-2.9,,-1.2,,,,,,0.0,,,
TORONTO CITY CENTRE,2019,1,16,,0.5,,-9.5,,-4.5,,,,,,0.0,,,
TORONTO CITY CENTRE,2019,1,17,,-1.8,,-11.3,,-6.6,,,,,,0.0,,,
TORONTO CITY CENTRE,2019,1,18,,0.8,,-8.3,,-3.8,,,,,,0.5,,,
TORONTO CITY CENTRE,2019,1,19,,-8.3,,-15.0,,-11.7,,,,,,1.4,,,
TORONTO CITY CENTRE,2019,1,20,,-13.6,,-21.0,,-17.3,,,,,,0.0,,,
TORONTO CITY CENTRE,2019,1,21,,-10.6,,-21.0,,-15.8,,,,,,0.0,,,
TORONTO CITY CENTRE,2019,1,22,,1.3,,-16.5,,-7.6,,,,,,0.0,,,
TORONTO CITY CENTRE,2019,1,23,,4.3,,0.2,,2.3,,,,,,9.8,,,
TORONTO CITY CENTRE,2019,1,24,,3.8,,-2.2,,0.8,,,,,,4.2,,,
TORONTO CITY CENTRE,2019,1,25,,-1.8,,-10.0,,-5.9,,,,,,0.0,,,
TORONTO CITY CENTRE,2019,1,26,,-4.0,,-11.7,,-7.9,,,,,,0.0,,,
TORONTO CITY CENTRE,2019,1,27,,-2.0,,-12.4,,-7.2,,,,,,2.7,,,
TORONTO CITY CENTRE,2019,1,28,,-1.9,,-17.6,,-9.8,,,,,,,M,,
TORONTO CITY CENTRE,2019,1,29,,1.4,,-13.3,,-6.0,,,,,,,M,,
TORONTO CITY CENTRE,2019,1,30,,-13.0,,-20.1,,-16.6,,,,,,,M,,
TORONTO CITY CENTRE,2019,1,31,,-12.8,,-20.2,,-16.5,,,,,,,M,,
TORONTO CITY CENTRE,2019,2,1,,-9.4,,-17.1,,-13.3,,,,,,,M,,
TORONTO CITY CENTRE,2019,2,2,,1.6,,-12.7,,-5.6,,,,,,,M,,
TORONTO CITY CENTRE,2019,2,3,,5.3,,-0.1,,2.6,,,,,,,M,,
TORONTO CITY CENTRE,2019,2,4,,10.5,,3.0,,6.8,,,,,,,M,,
TORONTO CITY CENTRE,2019,2,5,,8.6,,-5.1,,1.8,,,,,,0.2,,,
TORONTO CITY CENTRE,2019,2,6,,-0.3,,-5.1,,-2.7,,,,,,7.5,,,
TORONTO CITY CENTRE,2019,2,7,,3.4,,-2.3,,0.6,,,,,,0.2,,,
TORONTO CITY CENTRE,2019,2,8,,4.7,,-8.6,,-2.0,,,,,,0.0,,,
TORONTO CITY CENTRE,2019,2,9,,-2.7,,-8.4,,-5.6,,,,,,0.0,,,
TORONTO CITY CENTRE,2019,2,10,,-3.2,,-7.6,,-5.4,,,,,,0.0,,,
TORONTO CITY CENTRE,2019,2,11,,-3.1,,-5.0,,-4.1,,,,,,0.0,,,
TORONTO CITY CENTRE,2019,2,12,,1.9,,-5.7,,-1.9,,,,,,17.5,,,
TORONTO CITY CENTRE,2019,2,13,,1.8,,-4.1,,-1.2,,,,,,0.0,,,
TORONTO CITY CENTRE,2019,2,14,,2.4,,-3.4,,-0.5,,,,,,0.0,,,
TORONTO CITY CENTRE,2019,2,15,,3.3,,-3.0,,0.2,,,,,,1.0,,,
TORONTO CITY CENTRE,2019,2,16,,-2.0,,-6.9,,-4.5,,,,,,0.0,,,
TORONTO CITY CENTRE,2019,2,17,,-5.0,,-9.1,,-7.1,,,,,,0.0,,,
TORONTO CITY CENTRE,2019,2,18,,-4.2,,-11.0,,-7.6,,,,,,0.6,,,
TORONTO CITY CENTRE,2019,2,19,,-3.1,,-11.8,,-7.5,,,,,,0.0,,,
TORONTO CITY CENTRE,2019,2,20,,0.9,,-8.4,,-3.8,,,,,,1.7,,,
TORONTO CITY CENTRE,2019,2,21,,4.1,,-0.8,,1.7,,,,,,0.0,,,
TORONTO CITY CENTRE,2019,2,22,,2.5,,-2.0,,0.3,,,,,,0.0,,,
TORONTO CITY CENTRE,2019,2,23,,2.1,,-1.3,,0.4,,,,,,0.0,,,
TORONTO CITY CENTRE,2019,2,24,,5.6,,-1.8,,1.9,,,,,,7.8,,,
TORONTO CITY CENTRE,2019,2,25,,-1.5,,-6.5,,-4.0,,,,,,0.0,,,
TORONTO CITY CENTRE,2019,2,26,,-5.1,,-9.1,,-7.1,,,,,,0.0,,,
TORONTO CITY CENTRE,2019,2,27,,-6.0,,-11.5,,-8.8,,,,,,1.1,,,
TORONTO CITY CENTRE,2019,2,28,,-6.1,,-14.0,,-10.1,,,,,,0.0,,,
TORONTO CITY CENTRE,2019,3,1,,-1.2,,-8.8,,-5.0,,,,,,0.0,,,
TORONTO CITY CENTRE,2019,3,2,,-0.4,,-3.6,,-2.0,,,,,,2.3,,,
TORONTO CITY CENTRE,2019,3,3,,-1.9,,-7.4,,-4.7,,,,,,0.0,,,
TORONTO CITY CENTRE,2019,3,4,,-6.7,,-11.6,,-9.2,,,,,,0.0,,,
TORONTO CITY CENTRE,2019,3,5,,-7.6,,-12.4,,-10.0,,,,,,0.0,,,
TORONTO CITY CENTRE,2019,3,6,,-8.0,,-12.0,,-10.0,,,,,,0.0,,,
TORONTO CITY CENTRE,2019,3,7,,-4.7,,-10.7,,-7.7,,,,,,0.0,,,
TORONTO CITY CENTRE,2019,3,8,,-1.4,,-10.5,,-6.0,,,,,,0.0,,,
TORONTO CITY CENTRE,2019,3,9,,1.7,,-8.4,,-3.4,,,,,,0.8,,,
TORONTO CITY CENTRE,2019,3,10,,5.1,,1.2,,3.2,,,,,,13.2,,,
TORONTO CITY CENTRE,2019,3,11,,2.9,,-1.0,,1.0,,,,,,0.0,,,
TORONTO CITY CENTRE,2019,3,12,,3.3,,-1.8,,0.8,,,,,,0.0,,,
TORONTO CITY CENTRE,2019,3,13,,2.4,,-0.4,,1.0,,,,,,0.0,,,
TORONTO CITY CENTRE,2019,3,14,,10.1,,1.9,,6.0,,,,,,8.8,,,
TORONTO CITY CENTRE,2019,3,15,,10.2,,1.2,,5.7,,,,,,0.2,,,
TORONTO CITY CENTRE,2019,3,16,,2.1,,-3.0,,-0.5,,,,,,0.0,,,
TORONTO CITY CENTRE,2019,3,17,,2.2,,-4.9,,-1.4,,,,,,0.0,,,
TORONTO CITY CENTRE,2019,3,18,,3.6,,-1.5,,1.1,,,,,,,M,,
TORONTO CITY CENTRE,2019,3,19,,4.3,,-3.7,,0.3,,,,,,0.0,,,
TORONTO CITY CENTRE,2019,3,20,,,M,,M,,M,,,,,,M,,
TORONTO CITY CENTRE,2019,3,21,,6.3,,2.4,,4.4,,,,,,0.0,,,
TORONTO CITY CENTRE,2019,3,22,,4.4,,-3.1,,0.7,,,,,,0.0,,,
TORONTO CITY CENTRE,2019,3,23,,5.6,,-5.6,,0.0,,,,,,0.0,,,
TORONTO CITY CENTRE,2019,3,24,,9.5,,1.0,,5.3,,,,,,0.0,,,
TORONTO CITY CENTRE,2019,3,25,,1.6,,-2.3,,-0.4,,,,,,0.0,,,
TORONTO CITY CENTRE,2019,3,26,,2.3,,-2.1,,0.1,,,,,,0.0,,,
TORONTO CITY CENTRE,2019,3,27,,6.8,,-0.6,,3.1,,,,,,0.0,,,
TORONTO CITY CENTRE,2019,3,28,,9.2,,-1.3,,4.0,,,,,,0.2,,,
TORONTO CITY CENTRE,2019,3,29,,9.9,,3.5,,6.7,,,,,,0.0,,,
TORONTO CITY CENTRE,2019,3,30,,5.7,,0.7,,3.2,,,,,,30.4,,,
TORONTO CITY CENTRE,2019,3,31,,2.9,,-2.7,,0.1,,,,,,7.2,,,
TORONTO CITY CENTRE,2019,4,1,,2.7,,-3.5,,-0.4,,,,,,0.0,,,
TORONTO CITY CENTRE,2019,4,2,,6.6,,0.8,,3.7,,,,,,0.0,,,
TORONTO CITY CENTRE,2019,4,3,,7.0,,2.0,,4.5,,,,,,0.0,,,
TORONTO CITY CENTRE,2019,4,4,,4.1,,-0.4,,1.9,,,,,,0.0,,,
TORONTO CITY CENTRE,2019,4,5,,3.3,,1.1,,2.2,,,,,,0.0,,,
TORONTO CITY CENTRE,2019,4,6,,11.4,,2.4,,6.9,,,,,,0.0,,,
TORONTO CITY CENTRE,2019,4,7,,9.1,,5.3,,7.2,,,,,,3.6,,,
TORONTO CITY CENTRE,2019,4,8,,15.5,,4.1,,9.8,,,,,,0.4,,,
TORONTO CITY CENTRE,2019,4,9,,10.6,,4.2,,7.4,,,,,,0.0,,,
TORONTO CITY CENTRE,2019,4,10,,6.3,,1.6,,4.0,,,,,,0.0,,,
TORONTO CITY CENTRE,2019,4,11,,4.1,,0.1,,2.1,,,,,,0.4,,,
TORONTO CITY CENTRE,2019,4,12,,11.9,,4.0,,8.0,,,,,,1.4,,,
TORONTO CITY CENTRE,2019,4,13,,14.0,,3.3,,8.7,,,,,,0.0,,,
TORONTO CITY CENTRE,2019,4,14,,5.4,,2.7,,4.1,,,,,,23.8,,,
TORONTO CITY CENTRE,2019,4,15,,9.2,,2.5,,5.9,,,,,,1.2,,,
TORONTO CITY CENTRE,2019,4,16,,6.7,,1.8,,4.3,,,,,,0.2,,,
TORONTO CITY CENTRE,2019,4,17,,8.5,,0.9,,4.7,,,,,,0.0,,,
TORONTO CITY CENTRE,2019,4,18,,16.8,,5.7,,11.3,,,,,,0.6,,,
TORONTO CITY CENTRE,2019,4,19,,13.3,,6.0,,9.7,,,,,,16.0,,,
TORONTO CITY CENTRE,2019,4,20,,7.7,,4.9,,6.3,,,,,,8.4,,,
TORONTO CITY CENTRE,2019,4,21,,8.9,,5.3,,7.1,,,,,,0.0,,,
TORONTO CITY CENTRE,2019,4,22,,14.5,,4.0,,9.3,,,,,,0.0,,,
TORONTO CITY CENTRE,2019,4,23,,14.1,,7.0,,10.6,,,,,,3.0,,,
TORONTO CITY CENTRE,2019,4,24,,11.5,,4.9,,8.2,,,,,,0.0,,,
TORONTO CITY CENTRE,2019,4,25,,9.1,,3.3,,6.2,,,,,,0.0,,,
TORONTO CITY CENTRE,2019,4,26,,10.9,,4.3,,7.6,,,,,,20.0,,,
TORONTO CITY CENTRE,2019,4,27,,8.1,,1.9,,5.0,,,,,,0.0,,,
TORONTO CITY CENTRE,2019,4,28,,10.6,,3.5,,7.1,,,,,,0.0,,,
TORONTO CITY CENTRE,2019,4,29,,5.6,,0.9,,3.3,,,,,,0.2,,,
TORONTO CITY CENTRE,2019,4,30,,9.2,,4.9,,7.1,,,,,,0.5,,,
TORONTO CITY CENTRE,2019,5,1,,7.7,,5.0,,6.4,,,,,,14.3,,,
TORONTO CITY CENTRE,2019,5,2,,6.9,,4.0,,5.5,,,,,,2.4,,,
TORONTO CITY CENTRE,2019,5,3,,10.2,,5.5,,7.9,,,,,,11.4,,,
TORONTO CITY CENTRE,2019,5,4,,11.2,,6.5,,8.9,,,,,,0.4,,,
TORONTO CITY CENTRE,2019,5,5,,14.5,,5.4,,10.0,,,,,,0.0,,,
TORONTO CITY CENTRE,2019,5,6,,20.0,,6.4,,13.2,,,,,,0.0,,,
TORONTO CITY CENTRE,2019,5,7,,13.7,,6.9,,10.3,,,,,,2.7,,,
TORONTO CITY CENTRE,2019,5,8,,8.9,,7.2,,8.1,,,,,,0.0,,,
TORONTO CITY CENTRE,2019,5,9,,13.9,,6.7,,10.3,,,,,,6.8,,,
TORONTO CITY CENTRE,2019,5,10,,15.9,,5.8,,10.9,,,,,,8.2,,,
TORONTO CITY CENTRE,2019,5,11,,10.8,,4.0,,7.4,,,,,,0.0,,,
TORONTO CITY CENTRE,2019,5,12,,10.5,,5.0,,7.8,,,,,,3.8,,,
TORONTO CITY CENTRE,2019,5,13,,7.5,,4.9,,6.2,,,,,,6.2,,,
TORONTO CITY CENTRE,2019,5,14,,16.2,,6.0,,11.1,,,,,,0.6,,,
TORONTO CITY CENTRE,2019,5,15,,20.1,,5.4,,12.8,,,,,,1.2,,,
TORONTO CITY CENTRE,2019,5,16,,12.6,,7.8,,10.2,,,,,,,M,,
TORONTO CITY CENTRE,2019,5,17,,17.0,,7.4,,12.2,,,,,,,M,,
TORONTO CITY CENTRE,2019,5,18,,12.6,,7.7,,10.2,,,,,,0.0,,,
TORONTO CITY CENTRE,2019,5,19,,14.8,,8.6,,11.7,,,,,,2.8,,,
TORONTO CITY CENTRE,2019,5,20,,18.1,,7.5,,12.8,,,,,,0.0,,,
TORONTO CITY CENTRE,2019,5,21,,19.1,,6.7,,12.9,,,,,,0.0,,,
TORONTO CITY CENTRE,2019,5,22,,,M,,M,,M,,,,,,M,,
TORONTO CITY CENTRE,2019,5,23,,,M,,M,,M,,,,,0.2,,,
TORONTO CITY CENTRE,2019,5,24,,,M,,M,,M,,,,,0.0,,,
TORONTO CITY CENTRE,2019,5,25,,19.2,,9.2,,14.2,,,,,,20.5,,,
TORONTO CITY CENTRE,2019,5,26,,24.3,,11.4,,17.9,,,,,,0.0,,,
TORONTO CITY CENTRE,2019,5,27,,21.4,,11.0,,16.2,,,,,,0.0,,,
TORONTO CITY CENTRE,2019,5,28,,13.2,,8.8,,11.0,,,,,,3.2,,,
TORONTO CITY CENTRE,2019,5,29,,13.4,,9.8,,11.6,,,,,,0.0,,,
TORONTO CITY CENTRE,2019,5,30,,20.6,,9.5,,15.1,,,,,,0.0,,,
TORONTO CITY CENTRE,2019,5,31,,15.9,,9.7,,12.8,,,,,,0.0,,,
TORONTO CITY CENTRE,2019,6,1,,,M,,M,,M,,,,,0.3,,,
TORONTO CITY CENTRE,2019,6,2,,,M,,M,,M,,,,,3.3,,,
TORONTO CITY CENTRE,2019,6,3,,,M,,M,,M,,,,,0.0,,,
TORONTO CITY CENTRE,2019,6,4,,,M,,M,,M,,,,,0.0,,,
TORONTO CITY CENTRE,2019,6,5,,,M,,M,,M,,,,,12.9,,,
TORONTO CITY CENTRE,2019,6,6,,19.8,,13.0,,16.4,,,,,,0.0,,,
TORONTO CITY CENTRE,2019,6,7,,22.1,,11.7,,16.9,,,,,,0.0,,,
TORONTO CITY CENTRE,2019,6,8,,20.5,,12.7,,16.6,,,,,,0.0,,,
TORONTO CITY CENTRE,2019,6,9,,20.5,,14.9,,17.7,,,,,,0.0,,,
TORONTO CITY CENTRE,2019,6,10,,19.6,,12.4,,16.0,,,,,,27.8,,,
TORONTO CITY CENTRE,2019,6,11,,22.5,,11.0,,16.8,,,,,,,M,,
TORONTO CITY CENTRE,2019,6,12,,16.5,,9.5,,13.0,,,,,,0.0,,,
TORONTO CITY CENTRE,2019,6,13,,16.1,,11.7,,13.9,,,,,,23.6,,,
TORONTO CITY CENTRE,2019,6,14,,22.9,,12.1,,17.5,,,,,,0.0,,,
TORONTO CITY CENTRE,2019,6,15,,17.4,,12.4,,14.9,,,,,,0.4,,,
TORONTO CITY CENTRE,2019,6,16,,,M,,M,,M,,,,,0.0,,,
TORONTO CITY CENTRE,2019,6,17,,17.4,,12.2,,14.8,,,,,,0.0,,,
TORONTO CITY CENTRE,2019,6,18,,,M,,M,,M,,,,,0.0,,,
TORONTO CITY CENTRE,2019,6,19,,,M,,M,,M,,,,,0.0,,,
TORONTO CITY CENTRE,2019,6,20,,21.5,,17.0,,19.3,,,,,,19.2,,,
TORONTO CITY CENTRE,2019,6,21,,24.3,,15.7,,20.0,,,,,,0.0,,,
TORONTO CITY CENTRE,2019,6,22,,24.6,,14.6,,19.6,,,,,,0.0,,,
TORONTO CITY CENTRE,2019,6,23,,24.8,,12.7,,18.8,,,,,,0.0,,,
TORONTO CITY CENTRE,2019,6,24,,19.6,,14.6,,17.1,,,,,,13.3,,,
TORONTO CITY CENTRE,2019,6,25,,25.4,,14.5,,20.0,,,,,,0.0,,,
TORONTO CITY CENTRE,2019,6,26,,29.3,,16.7,,23.0,,,,,,0.2,,,
TORONTO CITY CENTRE,2019,6,27,,26.9,,14.8,,20.9,,,,,,0.0,,,
TORONTO CITY CENTRE,2019,6,28,,25.5,,17.6,,21.6,,,,,,19.0,,,
TORONTO CITY CENTRE,2019,6,29,,28.8,,17.4,,23.1,,,,,,2.7,,,
TORONTO CITY CENTRE,2019,6,30,,24.5,,17.8,,21.2,,,,,,0.0,,,
TORONTO CITY CENTRE,2019,7,1,,25.0,,14.4,,19.7,,,,,,0.0,,,
TORONTO CITY CENTRE,2019,7,2,,24.3,,17.7,,21.0,,,,,,0.0,,,
TORONTO CITY CENTRE,2019,7,3,,27.2,,19.0,,23.1,,,,,,0.0,,,
TORONTO CITY CENTRE,2019,7,4,,,M,,M,,M,,,,,,M,,
TORONTO CITY CENTRE,2019,7,5,,28.9,,19.8,,24.4,,,,,,0.0,,,
TORONTO CITY CENTRE,2019,7,6,,27.3,,20.1,,23.7,,,,,,1.2,,,
TORONTO CITY CENTRE,2019,7,7,,22.2,,18.0,,20.1,,,,,,0.0,,,
TORONTO CITY CENTRE,2019,7,8,,23.7,,15.6,,19.7,,,,,,0.0,,,
TORONTO CITY CENTRE,2019,7,9,,25.5,,15.9,,20.7,,,,,,0.0,,,
TORONTO CITY CENTRE,2019,7,10,,25.0,,16.4,,20.7,,,,,,0.0,,,
TORONTO CITY CENTRE,2019,7,11,,28.8,,17.4,,23.1,,,,,,0.2,,,
TORONTO CITY CENTRE,2019,7,12,,23.1,,16.4,,19.8,,,,,,0.0,,,
TORONTO CITY CENTRE,2019,7,13,,25.3,,16.5,,20.9,,,,,,20.0,,,
TORONTO CITY CENTRE,2019,7,14,,27.7,,18.1,,22.9,,,,,,0.0,,,
TORONTO CITY CENTRE,2019,7,15,,25.3,,15.8,,20.6,,,,,,0.0,,,
TORONTO CITY CENTRE,2019,7,16,,30.9,,17.7,,24.3,,,,,,3.4,,,
TORONTO CITY CENTRE,2019,7,17,,26.6,,19.7,,23.2,,,,,,15.0,,,
TORONTO CITY CENTRE,2019,7,18,,,M,,M,,M,,,,,,M,,
TORONTO CITY CENTRE,2019,7,19,,27.6,,21.2,,24.4,,,,,,0.0,,,
TORONTO CITY CENTRE,2019,7,20,,33.5,,19.2,,26.4,,,,,,5.7,,,
TORONTO CITY CENTRE,2019,7,21,,28.1,,16.2,,22.2,,,,,,0.0,,,
TORONTO CITY CENTRE,2019,7,22,,22.1,,16.3,,19.2,,,,,,0.7,,,
TORONTO CITY CENTRE,2019,7,23,,24.9,,15.8,,20.4,,,,,,0.0,,,
TORONTO CITY CENTRE,2019,7,24,,25.7,,16.8,,21.3,,,,,,0.0,,,
TORONTO CITY CENTRE,2019,7,25,,24.7,,14.1,,19.4,,,,,,0.0,,,
TORONTO CITY CENTRE,2019,7,26,,28.0,,16.0,,22.0,,,,,,0.0,,,
TORONTO CITY CENTRE,2019,7,27,,27.1,,17.2,,22.2,,,,,,2.0,,,
TORONTO CITY CENTRE,2019,7,28,,26.6,,18.3,,22.5,,,,,,0.0,,,
TORONTO CITY CENTRE,2019,7,29,,26.5,,16.7,,21.6,,,,,,1.0,,,
TORONTO CITY CENTRE,2019,7,30,,27.7,,17.0,,22.4,,,,,,30.0,,,
TORONTO CITY CENTRE,2019,7,31,,24.8,,16.9,,20.9,,,,,,0.0,,,
TORONTO CITY CENTRE,2019,8,1,,25.0,,17.8,,21.4,,,,,,0.0,,,
TORONTO CITY CENTRE,2019,8,2,,25.3,,15.6,,20.5,,,,,,0.0,,,
TORONTO CITY CENTRE,2019,8,3,,26.7,,16.6,,21.7,,,,,,0.0,,,
TORONTO CITY CENTRE,2019,8,4,,24.5,,20.1,,22.3,,,,,,0.0,,,
TORONTO CITY CENTRE,2019,8,5,,26.7,,16.2,,21.5,,,,,,0.0,,,
TORONTO CITY CENTRE,2019,8,6,,24.4,,19.7,,22.1,,,,,,5.0,,,
TORONTO CITY CENTRE,2019,8,7,,25.3,,20.4,,22.9,,,,,,0.0,,,
TORONTO CITY CENTRE,2019,8,8,,27.3,,19.2,,23.3,,,,,,3.0,,,
TORONTO CITY CENTRE,2019,8,9,,26.9,,16.9,,21.9,,,,,,0.0,,,
TORONTO CITY CENTRE,2019,8,10,,26.0,,14.8,,20.4,,,,,,0.0,,,
TORONTO CITY CENTRE,2019,8,11,,23.9,,14.1,,19.0,,,,,,0.0,,,
TORONTO CITY CENTRE,2019,8,12,,27.3,,16.7,,22.0,,,,,,0.2,,,
TORONTO CITY CENTRE,2019,8,13,,26.0,,17.8,,21.9,,,,,,0.0,,,
TORONTO CITY CENTRE,2019,8,14,,23.5,,18.7,,21.1,,,,,,0.0,,,
TORONTO CITY CENTRE,2019,8,15,,21.7,,17.0,,19.4,,,,,,0.5,,,
TORONTO CITY CENTRE,2019,8,16,,22.7,,18.2,,20.5,,,,,,0.0,,,
TORONTO CITY CENTRE,2019,8,17,,25.4,,17.7,,21.6,,,,,,14.1,,,
TORONTO CITY CENTRE,2019,8,18,,25.4,,18.5,,22.0,,,,,,3.0,,,
TORONTO CITY CENTRE,2019,8,19,,28.4,,17.8,,23.1,,,,,,0.2,,,
TORONTO CITY CENTRE,2019,8,20,,23.9,,16.6,,20.3,,,,,,0.0,,,
TORONTO CITY CENTRE,2019,8,21,,29.0,,20.5,,24.8,,,,,,2.0,,,
TORONTO CITY CENTRE,2019,8,22,,24.9,,17.5,,21.2,,,,,,0.0,,,
TORONTO CITY CENTRE,2019,8,23,,22.9,,15.5,,19.2,,,,,,0.0,,,
TORONTO CITY CENTRE,2019,8,24,,21.5,,14.8,,18.2,,,,,,0.0,,,
TORONTO CITY CENTRE,2019,8,25,,22.2,,15.2,,18.7,,,,,,0.0,,,
TORONTO CITY CENTRE,2019,8,26,,22.9,,18.4,,20.7,,,,,,0.0,,,
TORONTO CITY CENTRE,2019,8,27,,21.9,,18.5,,20.2,,,,,,11.0,,,
TORONTO CITY CENTRE,2019,8,28,,26.1,,18.4,,22.3,,,,,,0.2,,,
TORONTO CITY CENTRE,2019,8,29,,23.9,,16.9,,20.4,,,,,,0.0,,,
TORONTO CITY CENTRE,2019,8,30,,25.0,,14.1,,19.6,,,,,,0.0,,,
TORONTO CITY CENTRE,2019,8,31,,20.8,,14.0,,17.4,,,,,,0.0,,,
TORONTO CITY CENTRE,2019,9,1,,19.9,,16.6,,18.3,,,,,,0.6,,,
TORONTO CITY CENTRE,2019,9,2,,23.6,,17.6,,20.6,,,,,,0.0,,,
TORONTO CITY CENTRE,2019,9,3,,22.6,,15.6,,19.1,,,,,,6.4,,,
TORONTO CITY CENTRE,2019,9,4,,21.5,,14.9,,18.2,,,,,,0.0,,,
TORONTO CITY CENTRE,2019,9,5,,20.2,,12.2,,16.2,,,,,,0.0,,,
TORONTO CITY CENTRE,2019,9,6,,20.5,,13.3,,16.9,,,,,,0.9,,,
TORONTO CITY CENTRE,2019,9,7,,23.3,,12.6,,18.0,,,,,,0.0,,,
TORONTO CITY CENTRE,2019,9,8,,18.9,,12.7,,15.8,,,,,,0.0,,,
TORONTO CITY CENTRE,2019,9,9,,18.3,,11.0,,14.7,,,,,,0.0,,,
TORONTO CITY CENTRE,2019,9,10,,24.1,,14.2,,19.2,,,,,,17.7,,,
TORONTO CITY CENTRE,2019,9,11,,26.4,,17.4,,21.9,,,,,,1.0,,,
TORONTO CITY CENTRE,2019,9,12,,18.9,,13.8,,16.4,,,,,,0.2,,,
TORONTO CITY CENTRE,2019,9,13,,20.8,,16.0,,18.4,,,,,,4.5,,,
TORONTO CITY CENTRE,2019,9,14,,22.9,,15.9,,19.4,,,,,,0.0,,,
TORONTO CITY CENTRE,2019,9,15,,17.8,,12.9,,15.4,,,,,,4.3,,,
TORONTO CITY CENTRE,2019,9,16,,18.6,,13.3,,16.0,,,,,,0.2,,,
TORONTO CITY CENTRE,2019,9,17,,21.6,,12.2,,16.9,,,,,,0.0,,,
TORONTO CITY CENTRE,2019,9,18,,20.8,,14.1,,17.5,,,,,,0.0,,,
TORONTO CITY CENTRE,2019,9,19,,21.5,,13.9,,17.7,,,,,,0.0,,,
TORONTO CITY CENTRE,2019,9,20,,22.2,,14.5,,18.4,,,,,,0.0,,,
TORONTO CITY CENTRE,2019,9,21,,23.0,,17.9,,20.5,,,,,,0.0,,,
TORONTO CITY CENTRE,2019,9,22,,26.9,,18.7,,22.8,,,,,,0.0,,,
TORONTO CITY CENTRE,2019,9,23,,25.7,,16.2,,21.0,,,,,,1.2,,,
TORONTO CITY CENTRE,2019,9,24,,22.2,,14.1,,18.2,,,,,,0.0,,,
TORONTO CITY CENTRE,2019,9,25,,23.0,,14.0,,18.5,,,,,,0.0,,,
TORONTO CITY CENTRE,2019,9,26,,22.6,,11.4,,17.0,,,,,,4.6,,,
TORONTO CITY CENTRE,2019,9,27,,21.5,,10.3,,15.9,,,,,,0.0,,,
TORONTO CITY CENTRE,2019,9,28,,20.0,,13.7,,16.9,,,,,,5.8,,,
TORONTO CITY CENTRE,2019,9,29,,15.2,,10.8,,13.0,,,,,,0.0,,,
